2021-06-21 21:07:16.054 +02:00 [INF] , 2021-04-01_07-34-10_872.jpg, person, 34 %
2021-06-21 21:07:16.061 +02:00 [INF] , 2021-04-01_07-34-10_872.jpg, truck, 34 %
2021-06-21 21:07:16.352 +02:00 [INF] , 2021-04-01_07-34-11_167.jpg, car, 47 %
2021-06-21 21:07:16.358 +02:00 [INF] , 2021-04-01_07-34-11_167.jpg, person, 31 %
2021-06-21 21:07:16.781 +02:00 [INF] , 2021-04-01_07-34-11_496.jpg, car, 58 %
2021-06-21 21:07:16.800 +02:00 [INF] , 2021-04-01_07-34-11_496.jpg, car, 43 %
2021-06-21 21:07:16.807 +02:00 [INF] , 2021-04-01_07-34-11_496.jpg, person, 40 %
2021-06-21 21:07:17.199 +02:00 [INF] , 2021-04-01_07-34-11_742.jpg, person, 30 %
2021-06-21 21:07:19.753 +02:00 [INF] , 2021-04-01_07-58-26_186.jpg, car, 73 %
2021-06-21 21:07:20.071 +02:00 [INF] , 2021-04-01_07-58-26_387.jpg, car, 80 %
2021-06-21 21:07:20.309 +02:00 [INF] , 2021-04-01_07-58-26_600.jpg, car, 74 %
2021-06-21 21:07:20.600 +02:00 [INF] , 2021-04-01_07-58-26_910.jpg, car, 46 %
2021-06-21 21:07:20.847 +02:00 [INF] , 2021-04-01_07-58-27_232.jpg, car, 64 %
2021-06-21 21:07:21.096 +02:00 [INF] , 2021-04-01_07-58-27_512.jpg, car, 81 %
2021-06-21 21:07:21.406 +02:00 [INF] , 2021-04-01_07-58-27_708.jpg, car, 48 %
2021-06-21 21:07:21.818 +02:00 [INF] , 2021-04-01_07-58-27_922.jpg, car, 63 %
2021-06-21 21:07:22.089 +02:00 [INF] , 2021-04-01_07-58-28_143.jpg, car, 65 %
2021-06-21 21:07:22.354 +02:00 [INF] , 2021-04-01_07-58-28_345.jpg, car, 50 %
2021-06-21 21:07:22.359 +02:00 [INF] , 2021-04-01_07-58-28_345.jpg, car, 50 %
2021-06-21 21:07:22.604 +02:00 [INF] , 2021-04-01_07-58-28_627.jpg, car, 67 %
2021-06-21 21:07:22.845 +02:00 [INF] , 2021-04-01_07-58-28_944.jpg, car, 52 %
2021-06-21 21:07:23.120 +02:00 [INF] , 2021-04-01_08-09-45_636.jpg, bicycle, 36 %
2021-06-21 21:07:23.390 +02:00 [INF] , 2021-04-01_08-09-45_842.jpg, person, 72 %
2021-06-21 21:07:23.676 +02:00 [INF] , 2021-04-01_08-09-46_134.jpg, person, 45 %
2021-06-21 21:07:25.088 +02:00 [INF] , 2021-04-01_08-09-46_874.jpg, person, 56 %
2021-06-21 21:07:26.139 +02:00 [INF] , 2021-04-01_08-15-13_839.jpg, bicycle, 47 %
2021-06-21 21:07:26.393 +02:00 [INF] , 2021-04-01_08-15-14_040.jpg, person, 68 %
2021-06-21 21:07:31.009 +02:00 [INF] , 2021-04-01_08-18-49_980.jpg, car, 67 %
2021-06-21 21:07:31.243 +02:00 [INF] , 2021-04-01_08-18-50_284.jpg, car, 60 %
2021-06-21 21:07:31.249 +02:00 [INF] , 2021-04-01_08-18-50_284.jpg, car, 42 %
2021-06-21 21:07:31.527 +02:00 [INF] , 2021-04-01_08-18-50_505.jpg, car, 90 %
2021-06-21 21:07:31.853 +02:00 [INF] , 2021-04-01_08-18-50_697.jpg, car, 78 %
2021-06-21 21:07:32.120 +02:00 [INF] , 2021-04-01_08-18-51_034.jpg, car, 74 %
2021-06-21 21:07:32.405 +02:00 [INF] , 2021-04-01_08-18-51_300.jpg, car, 92 %
2021-06-21 21:07:32.678 +02:00 [INF] , 2021-04-01_08-18-51_618.jpg, car, 91 %
2021-06-21 21:07:32.925 +02:00 [INF] , 2021-04-01_08-18-51_942.jpg, car, 89 %
2021-06-21 21:07:33.214 +02:00 [INF] , 2021-04-01_08-18-52_160.jpg, car, 58 %
2021-06-21 21:07:33.505 +02:00 [INF] , 2021-04-01_08-18-52_375.jpg, car, 73 %
2021-06-21 21:07:33.766 +02:00 [INF] , 2021-04-01_08-18-52_618.jpg, car, 52 %
2021-06-21 21:07:34.083 +02:00 [INF] , 2021-04-01_08-18-52_824.jpg, car, 39 %
2021-06-21 21:07:34.355 +02:00 [INF] , 2021-04-01_08-23-21_177.jpg, car, 37 %
2021-06-21 21:07:34.608 +02:00 [INF] , 2021-04-01_08-23-21_422.jpg, car, 44 %
2021-06-21 21:07:34.893 +02:00 [INF] , 2021-04-01_08-23-21_615.jpg, car, 56 %
2021-06-21 21:07:35.200 +02:00 [INF] , 2021-04-01_08-23-21_887.jpg, car, 57 %
2021-06-21 21:07:35.898 +02:00 [INF] , 2021-04-01_08-23-22_613.jpg, car, 40 %
2021-06-21 21:07:36.201 +02:00 [INF] , 2021-04-01_08-23-22_930.jpg, car, 55 %
2021-06-21 21:07:37.214 +02:00 [INF] , 2021-04-01_08-23-24_650.jpg, car, 39 %
2021-06-21 21:07:37.524 +02:00 [INF] , 2021-04-01_08-23-26_692.jpg, car, 51 %
2021-06-21 21:07:37.761 +02:00 [INF] , 2021-04-01_08-23-26_967.jpg, car, 48 %
2021-06-21 21:07:38.010 +02:00 [INF] , 2021-04-01_08-23-27_178.jpg, car, 47 %
2021-06-21 21:07:38.241 +02:00 [INF] , 2021-04-01_08-23-27_495.jpg, car, 45 %
2021-06-21 21:07:38.247 +02:00 [INF] , 2021-04-01_08-23-27_495.jpg, car, 43 %
2021-06-21 21:07:38.530 +02:00 [INF] , 2021-04-01_08-23-27_694.jpg, car, 69 %
2021-06-21 21:07:38.538 +02:00 [INF] , 2021-04-01_08-23-27_694.jpg, car, 58 %
2021-06-21 21:07:38.839 +02:00 [INF] , 2021-04-01_08-23-28_026.jpg, car, 87 %
2021-06-21 21:07:38.845 +02:00 [INF] , 2021-04-01_08-23-28_026.jpg, car, 71 %
2021-06-21 21:07:39.121 +02:00 [INF] , 2021-04-01_08-23-28_217.jpg, car, 82 %
2021-06-21 21:07:39.128 +02:00 [INF] , 2021-04-01_08-23-28_217.jpg, car, 60 %
2021-06-21 21:07:39.376 +02:00 [INF] , 2021-04-01_08-23-28_496.jpg, car, 95 %
2021-06-21 21:07:39.382 +02:00 [INF] , 2021-04-01_08-23-28_496.jpg, car, 86 %
2021-06-21 21:07:39.660 +02:00 [INF] , 2021-04-01_08-23-28_730.jpg, car, 98 %
2021-06-21 21:07:39.667 +02:00 [INF] , 2021-04-01_08-23-28_730.jpg, car, 92 %
2021-06-21 21:07:40.074 +02:00 [INF] , 2021-04-01_08-23-28_941.jpg, car, 99 %
2021-06-21 21:07:40.081 +02:00 [INF] , 2021-04-01_08-23-28_941.jpg, car, 97 %
2021-06-21 21:07:40.344 +02:00 [INF] , 2021-04-01_08-23-29_157.jpg, car, 93 %
2021-06-21 21:07:40.349 +02:00 [INF] , 2021-04-01_08-23-29_157.jpg, car, 93 %
2021-06-21 21:07:40.668 +02:00 [INF] , 2021-04-01_08-23-29_409.jpg, car, 98 %
2021-06-21 21:07:40.674 +02:00 [INF] , 2021-04-01_08-23-29_409.jpg, car, 98 %
2021-06-21 21:07:41.174 +02:00 [INF] , 2021-04-01_08-23-29_669.jpg, car, 95 %
2021-06-21 21:07:41.182 +02:00 [INF] , 2021-04-01_08-23-29_669.jpg, car, 93 %
2021-06-21 21:07:41.461 +02:00 [INF] , 2021-04-01_08-23-29_856.jpg, car, 96 %
2021-06-21 21:07:41.467 +02:00 [INF] , 2021-04-01_08-23-29_856.jpg, car, 95 %
2021-06-21 21:07:41.769 +02:00 [INF] , 2021-04-01_08-23-30_052.jpg, car, 88 %
2021-06-21 21:07:41.775 +02:00 [INF] , 2021-04-01_08-23-30_052.jpg, car, 77 %
2021-06-21 21:07:42.146 +02:00 [INF] , 2021-04-01_08-23-30_325.jpg, car, 91 %
2021-06-21 21:07:42.154 +02:00 [INF] , 2021-04-01_08-23-30_325.jpg, car, 90 %
2021-06-21 21:07:42.559 +02:00 [INF] , 2021-04-01_08-23-30_525.jpg, car, 86 %
2021-06-21 21:07:42.565 +02:00 [INF] , 2021-04-01_08-23-30_525.jpg, car, 77 %
2021-06-21 21:07:42.843 +02:00 [INF] , 2021-04-01_08-23-30_731.jpg, car, 82 %
2021-06-21 21:07:42.849 +02:00 [INF] , 2021-04-01_08-23-30_731.jpg, car, 79 %
2021-06-21 21:07:43.221 +02:00 [INF] , 2021-04-01_08-23-30_930.jpg, car, 83 %
2021-06-21 21:07:43.228 +02:00 [INF] , 2021-04-01_08-23-30_930.jpg, car, 74 %
2021-06-21 21:07:43.565 +02:00 [INF] , 2021-04-01_08-23-31_176.jpg, car, 72 %
2021-06-21 21:07:43.571 +02:00 [INF] , 2021-04-01_08-23-31_176.jpg, car, 71 %
2021-06-21 21:07:43.894 +02:00 [INF] , 2021-04-01_08-23-31_452.jpg, car, 91 %
2021-06-21 21:07:43.900 +02:00 [INF] , 2021-04-01_08-23-31_452.jpg, car, 90 %
2021-06-21 21:07:44.192 +02:00 [INF] , 2021-04-01_08-23-31_765.jpg, car, 97 %
2021-06-21 21:07:44.199 +02:00 [INF] , 2021-04-01_08-23-31_765.jpg, car, 96 %
2021-06-21 21:07:44.465 +02:00 [INF] , 2021-04-01_08-23-31_978.jpg, car, 91 %
2021-06-21 21:07:44.472 +02:00 [INF] , 2021-04-01_08-23-31_978.jpg, car, 83 %
2021-06-21 21:07:44.811 +02:00 [INF] , 2021-04-01_08-23-32_184.jpg, car, 97 %
2021-06-21 21:07:44.816 +02:00 [INF] , 2021-04-01_08-23-32_184.jpg, car, 96 %
2021-06-21 21:07:45.097 +02:00 [INF] , 2021-04-01_08-23-32_496.jpg, car, 95 %
2021-06-21 21:07:45.103 +02:00 [INF] , 2021-04-01_08-23-32_496.jpg, car, 94 %
2021-06-21 21:07:45.341 +02:00 [INF] , 2021-04-01_08-23-32_781.jpg, car, 79 %
2021-06-21 21:07:45.657 +02:00 [INF] , 2021-04-01_08-23-33_095.jpg, car, 69 %
2021-06-21 21:07:45.912 +02:00 [INF] , 2021-04-01_08-23-33_409.jpg, car, 34 %
2021-06-21 21:07:46.144 +02:00 [INF] , 2021-04-01_08-23-33_689.jpg, car, 52 %
2021-06-21 21:07:46.402 +02:00 [INF] , 2021-04-01_08-23-33_896.jpg, car, 32 %
2021-06-21 21:07:46.668 +02:00 [INF] , 2021-04-01_08-23-34_228.jpg, car, 38 %
2021-06-21 21:07:47.700 +02:00 [INF] , 2021-04-01_08-23-35_215.jpg, car, 32 %
2021-06-21 21:07:48.521 +02:00 [INF] , 2021-04-01_08-33-16_845.jpg, person, 89 %
2021-06-21 21:07:48.757 +02:00 [INF] , 2021-04-01_08-33-17_135.jpg, person, 85 %
2021-06-21 21:07:49.009 +02:00 [INF] , 2021-04-01_08-33-17_357.jpg, person, 88 %
2021-06-21 21:07:49.255 +02:00 [INF] , 2021-04-01_08-33-17_640.jpg, person, 86 %
2021-06-21 21:07:49.508 +02:00 [INF] , 2021-04-01_08-33-17_959.jpg, person, 45 %
2021-06-21 21:07:49.796 +02:00 [INF] , 2021-04-01_08-33-18_161.jpg, person, 56 %
2021-06-21 21:07:50.138 +02:00 [INF] , 2021-04-01_08-33-18_376.jpg, person, 91 %
2021-06-21 21:07:50.498 +02:00 [INF] , 2021-04-01_08-33-18_687.jpg, person, 43 %
2021-06-21 21:07:50.765 +02:00 [INF] , 2021-04-01_08-33-18_883.jpg, person, 84 %
2021-06-21 21:07:51.011 +02:00 [INF] , 2021-04-01_08-33-19_165.jpg, person, 92 %
2021-06-21 21:07:51.270 +02:00 [INF] , 2021-04-01_08-33-19_488.jpg, person, 86 %
2021-06-21 21:07:51.506 +02:00 [INF] , 2021-04-01_08-33-19_679.jpg, person, 69 %
2021-06-21 21:07:52.000 +02:00 [INF] , 2021-04-01_08-33-20_292.jpg, person, 42 %
2021-06-21 21:07:52.008 +02:00 [INF] , 2021-04-01_08-33-20_292.jpg, person, 35 %
2021-06-21 21:07:52.414 +02:00 [INF] , 2021-04-01_08-33-20_508.jpg, person, 60 %
2021-06-21 21:07:52.422 +02:00 [INF] , 2021-04-01_08-33-20_508.jpg, person, 30 %
2021-06-21 21:07:52.784 +02:00 [INF] , 2021-04-01_08-33-20_800.jpg, person, 72 %
2021-06-21 21:07:53.027 +02:00 [INF] , 2021-04-01_08-33-20_999.jpg, person, 34 %
2021-06-21 21:07:53.269 +02:00 [INF] , 2021-04-01_08-33-21_317.jpg, person, 88 %
2021-06-21 21:07:53.517 +02:00 [INF] , 2021-04-01_08-33-21_519.jpg, person, 47 %
2021-06-21 21:07:53.808 +02:00 [INF] , 2021-04-01_08-33-21_723.jpg, person, 60 %
